Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2006,IN,Total Electric Industry,"32,286,467","23,829,999","49,529,872","18,146",NA,"105,664,484"
2006,KS,Total Electric Industry,"13,502,671","14,786,349","11,462,282",0,NA,"39,751,302"
2006,KY,Total Electric Industry,"25,948,878","18,941,093","43,853,464",0,NA,"88,743,435"
2006,LA,Total Electric Industry,"28,112,801","21,979,446","27,372,926","2,575",NA,"77,467,748"
2006,MA,Total Electric Industry,"19,624,430","26,236,963","9,602,457","386,240",NA,"55,850,090"
2006,MD,Total Electric Industry,"26,905,386","29,729,030","6,057,030","481,697",NA,"63,173,143"
2006,ME,Total Electric Industry,"4,351,049","4,133,900","3,799,819",0,NA,"12,284,768"
2006,MI,Total Electric Industry,"34,622,099","39,298,995","34,092,935","3,668",NA,"108,017,697"
2006,MN,Total Electric Industry,"21,909,406","22,175,217","22,664,223","21,085",NA,"66,769,931"
2006,MO,Total Electric Industry,"33,880,156","29,800,467","18,315,672","18,935",NA,"82,015,230"
2006,MS,Total Electric Industry,"18,276,131","12,948,500","15,711,806",0,NA,"46,936,437"
2006,MT,Total Electric Industry,"4,393,973","4,685,992","4,735,015",0,NA,"13,814,980"
2006,NC,Total Electric Industry,"52,851,296","44,584,705","29,262,947",31,NA,"126,698,979"
2006,ND,Total Electric Industry,"3,853,040","4,126,550","3,265,648",0,NA,"11,245,238"
2006,NE,Total Electric Industry,"9,293,507","9,005,505","8,977,280",0,NA,"27,276,292"
2006,NH,Total Electric Industry,"4,400,597","4,562,553","2,131,193",0,NA,"11,094,343"
2006,NJ,Total Electric Industry,"28,621,556","39,437,464","11,330,599","291,328",NA,"79,680,947"
2006,NM,Total Electric Industry,"6,009,427","8,603,697","6,821,833",0,NA,"21,434,957"
2006,NV,Total Electric Industry,"11,978,120","8,975,373","13,624,581","8,186",NA,"34,586,260"
2006,NY,Total Electric Industry,"48,426,749","76,028,586","14,976,420","2,806,264",NA,"142,238,019"
2006,OH,Total Electric Industry,"51,375,232","46,140,704","55,869,283","43,625",NA,"153,428,844"
2006,OK,Total Electric Industry,"21,690,395","18,196,669","15,018,250",0,NA,"54,905,314"
2006,OR,Total Electric Industry,"18,977,579","16,082,634","12,990,969","18,083",NA,"48,069,265"
2006,PA,Total Electric Industry,"51,790,117","45,623,570","47,920,390","816,281",NA,"146,150,358"
2006,RI,Total Electric Industry,"3,008,443","3,599,332","1,191,351",0,NA,"7,799,126"
2006,SC,Total Electric Industry,"28,539,117","20,922,510","31,415,694",0,NA,"80,877,321"
2006,SD,Total Electric Industry,"4,050,931","4,053,792","1,951,664",0,NA,"10,056,387"
2006,TN,Total Electric Industry,"40,815,857","29,033,129","34,081,327","1,431",NA,"103,931,744"
2006,TX,Total Electric Industry,"126,843,225","111,130,364","104,688,870","61,754",NA,"342,724,213"
2006,UT,Total Electric Industry,"8,232,050","9,748,790","8,355,671","29,205",NA,"26,365,716"
2006,VA,Total Electric Industry,"42,906,018","44,653,831","18,998,109","163,283",NA,"106,721,241"
2006,VT,Total Electric Industry,"2,142,237","2,027,095","1,625,697",0,NA,"5,795,029"
2006,WA,Total Electric Industry,"34,438,565","28,580,249","22,013,391","1,130",NA,"85,033,335"
2006,WI,Total Electric Industry,"21,779,468","22,755,677","25,285,604",0,NA,"69,820,749"
2006,WV,Total Electric Industry,"11,014,418","7,377,472","13,915,886","4,350",NA,"32,312,126"
2006,WY,Total Electric Industry,"2,467,935","4,116,620","8,362,057",0,NA,"14,946,612"
2006,US,Total Electric Industry,"1,351,520,036","1,299,743,695","1,011,297,566","7,357,543",NA,"3,669,918,840"
2006,AK,Full-Service Providers,"2,120,254","2,819,210","1,242,827",0,NA,"6,182,291"
2006,AL,Full-Service Providers,"32,277,083","22,119,933","36,280,679",0,NA,"90,677,695"
2006,AR,Full-Service Providers,"17,065,081","11,580,534","17,990,009",0,NA,"46,635,624"
2006,AZ,Full-Service Providers,"32,367,475","28,625,909","12,259,392",0,NA,"73,252,776"
2006,CA,Full-Service Providers,"89,615,129","109,915,243","41,692,474","512,400",NA,"241,735,246"
2006,CO,Full-Service Providers,"16,951,534","20,152,638","12,604,819","24,707",NA,"49,733,698"
2006,CT,Full-Service Providers,"12,533,853","12,833,969","4,603,867","176,968",NA,"30,148,657"
2006,DC,Full-Service Providers,"1,782,250","4,507,512","-298,775","-26,016",NA,"5,964,971"
2006,DE,Full-Service Providers,"4,247,688","3,122,595","1,673,700",0,NA,"9,043,983"
2006,FL,Full-Service Providers,"117,053,005","91,300,017","19,767,806","98,716",NA,"228,219,544"
2006,GA,Full-Service Providers,"54,520,612","45,546,516","34,588,483","178,557",NA,"134,834,168"
2006,HI,Full-Service Providers,"3,182,432","3,489,733","3,895,747",0,NA,"10,567,912"
2006,IA,Full-Service Providers,"13,344,308","11,660,321","18,331,369",837,NA,"43,336,835"
2006,ID,Full-Service Providers,"8,057,475","5,813,222","8,891,052",0,NA,"22,761,749"
2006,IL,Full-Service Providers,"46,381,486","37,343,074","31,694,180","518,985",NA,"115,937,725"
2006,IN,Full-Service Providers,"32,286,467","23,829,999","49,529,872","18,146",NA,"105,664,484"
2006,KS,Full-Service Providers,"13,502,671","14,786,349","11,462,282",0,NA,"39,751,302"
2006,KY,Full-Service Providers,"25,948,878","18,941,093","43,853,464",0,NA,"88,743,435"
2006,LA,Full-Service Providers,"28,112,801","21,979,446","27,372,926","2,575",NA,"77,467,748"
2006,MA,Full-Service Providers,"18,274,461","12,293,070","4,172,248","54,836",NA,"34,794,615"
2006,MD,Full-Service Providers,"26,446,673","13,913,228","1,306,455",0,NA,"41,666,356"
2006,ME,Full-Service Providers,"79,756","43,281","708,630",0,NA,"831,667"
2006,MI,Full-Service Providers,"34,621,822","36,389,487","31,383,659","3,668",NA,"102,398,636"
2006,MN,Full-Service Providers,"21,909,406","22,175,217","22,664,223","21,085",NA,"66,769,931"
2006,MO,Full-Service Providers,"33,880,156","29,800,467","18,315,672","18,935",NA,"82,015,230"
2006,MS,Full-Service Providers,"18,276,131","12,948,500","15,711,806",0,NA,"46,936,437"
2006,MT,Full-Service Providers,"4,393,973","4,681,124","1,745,414",0,NA,"10,820,511"
2006,NC,Full-Service Providers,"52,851,296","44,584,705","29,262,947",31,NA,"126,698,979"
2006,ND,Full-Service Providers,"3,853,040","4,126,550","3,265,648",0,NA,"11,245,238"
2006,NE,Full-Service Providers,"9,293,507","9,005,505","8,977,280",0,NA,"27,276,292"
2006,NH,Full-Service Providers,"4,400,597","3,870,914","1,777,311",0,NA,"10,048,822"
2006,NJ,Full-Service Providers,"28,621,007","30,803,406","4,676,383","12,235",NA,"64,113,031"
2006,NM,Full-Service Providers,"6,009,427","8,603,697","6,821,833",0,NA,"21,434,957"
2006,NV,Full-Service Providers,"11,978,120","8,975,373","12,368,270","8,186",NA,"33,329,949"
2006,NY,Full-Service Providers,"44,825,151","34,999,557","6,984,126","293,077",NA,"87,101,911"
2006,OH,Full-Service Providers,"48,933,579","41,040,401","50,241,251","43,625",NA,"140,258,856"
2006,OK,Full-Service Providers,"21,690,395","18,196,669","15,018,250",0,NA,"54,905,314"
2006,OR,Full-Service Providers,"18,977,579","15,544,383","12,421,981","18,083",NA,"46,962,026"
2006,PA,Full-Service Providers,"50,952,187","41,067,467","44,425,450","799,273",NA,"137,244,377"
2006,RI,Full-Service Providers,"3,005,763","2,919,945","844,864",0,NA,"6,770,572"
2006,SC,Full-Service Providers,"28,539,117","20,922,510","31,415,694",0,NA,"80,877,321"
2006,SD,Full-Service Providers,"4,050,931","4,053,792","1,951,664",0,NA,"10,056,387"
2006,TN,Full-Service Providers,"40,815,857","29,033,129","34,081,327","1,431",NA,"103,931,744"
2006,TX,Full-Service Providers,"126,843,225","111,130,364","104,688,870","61,754",NA,"342,724,213"
2006,UT,Full-Service Providers,"8,232,050","9,748,790","8,355,671","29,205",NA,"26,365,716"
2006,VA,Full-Service Providers,"42,889,682","44,628,227","18,998,109","163,283",NA,"106,679,301"
2006,VT,Full-Service Providers,"2,142,237","2,027,095","1,625,697",0,NA,"5,795,029"
2006,WA,Full-Service Providers,"34,438,565","28,517,464","19,984,195","1,130",NA,"82,941,354"
2006,WI,Full-Service Providers,"21,779,468","22,755,677","25,285,604",0,NA,"69,820,749"
2006,WV,Full-Service Providers,"11,014,418","7,377,472","13,915,886","4,350",NA,"32,312,126"
2006,WY,Full-Service Providers,"2,467,935","4,116,620","8,362,057",0,NA,"14,946,612"
2006,US,Full-Service Providers,"1,337,837,993","1,170,661,399","939,194,648","3,040,062",NA,"3,450,734,102"
2006,CA,Energy-Only Providers,"220,620","11,339,806","9,298,419","364,437",NA,"21,223,282"
2006,CT,Energy-Only Providers,"429,615","777,067","322,114",0,NA,"1,528,796"
2006,DC,Energy-Only Providers,"39,860","4,522,321","538,617","330,655",NA,"5,431,453"
2006,DE,Energy-Only Providers,"10,950","1,073,411","1,426,328",0,NA,"2,510,689"
2006,IL,Energy-Only Providers,0,"13,287,842","13,222,244",0,NA,"26,510,086"
2006,MA,Energy-Only Providers,"1,349,969","13,943,893","5,430,209","331,404",NA,"21,055,475"
2006,MD,Energy-Only Providers,"458,713","15,815,802","4,750,575","481,697",NA,"21,506,787"
2006,ME,Energy-Only Providers,"4,271,293","4,090,619","3,091,189",0,NA,"11,453,101"
2006,MI,Energy-Only Providers,277,"2,909,508","2,709,276",0,NA,"5,619,061"
2006,MT,Energy-Only Providers,0,"4,868","2,989,601",0,NA,"2,994,469"
2006,NH,Energy-Only Providers,0,"691,639","353,882",0,NA,"1,045,521"
2006,NJ,Energy-Only Providers,549,"8,634,058","6,654,216","279,093",NA,"15,567,916"
2006,NV,Energy-Only Providers,0,0,"1,256,311",0,NA,"1,256,311"
2006,NY,Energy-Only Providers,"3,601,598","41,029,029","7,992,294","2,513,187",NA,"55,136,108"
2006,OH,Energy-Only Providers,"2,441,653","5,100,303","5,628,032",0,NA,"13,169,988"
2006,OR,Energy-Only Providers,0,"538,251","568,988",0,NA,"1,107,239"
2006,PA,Energy-Only Providers,"837,930","4,556,103","3,494,940","17,008",NA,"8,905,981"
2006,RI,Energy-Only Providers,"2,680","679,387","346,487",0,NA,"1,028,554"
2006,VA,Energy-Only Providers,"16,336","25,604",0,0,NA,"41,940"
2006,WA,Energy-Only Providers,0,"62,785","2,029,196",0,NA,"2,091,981"
2006,US,Energy-Only Providers,"13,682,043","129,082,296","72,102,918","4,317,481",NA,"219,184,738"
2005,AK,Total Electric Industry,"2,061,652","2,694,911","1,156,008",0,NA,"5,912,571"
2005,AL,Total Electric Industry,"31,315,100","21,607,755","36,278,765",0,NA,"89,201,620"
2005,AR,Total Electric Industry,"17,133,693","11,366,398","17,664,832",0,NA,"46,164,923"
2005,AZ,Total Electric Industry,"30,543,645","27,468,349","11,378,692",0,NA,"69,390,686"
2005,CA,Total Electric Industry,"85,610,410","117,550,525","50,242,289","846,283",NA,"254,249,507"
2005,CO,Total Electric Industry,"16,436,381","19,845,958","12,051,510","19,387",NA,"48,353,236"
2005,CT,Total Electric Industry,"13,802,962","13,949,347","5,152,936","189,784",NA,"33,095,029"
2005,DC,Total Electric Industry,"1,938,270","9,295,922","256,447","325,568",NA,"11,816,207"
2005,DE,Total Electric Industry,"4,594,009","4,237,757","3,305,022",0,NA,"12,136,788"
2005,FL,Total Electric Industry,"115,791,459","89,410,281","19,676,345","98,926",NA,"224,977,011"
2005,GA,Total Electric Industry,"52,826,512","44,663,298","34,601,792","173,850",NA,"132,265,452"
2005,HI,Total Electric Industry,"3,164,065","3,463,147","3,911,698",0,NA,"10,538,910"
2005,IA,Total Electric Industry,"13,570,604","11,271,017","17,915,187",0,NA,"42,756,808"
2005,ID,Total Electric Industry,"7,600,766","5,615,471","8,636,444",0,NA,"21,852,681"
2005,IL,Total Electric Industry,"48,592,601","49,977,266","45,888,261","528,087",NA,"144,986,215"
2005,IN,Total Electric Industry,"33,628,670","23,958,618","48,944,355","17,267",NA,"106,548,910"
2005,KS,Total Electric Industry,"13,406,146","14,453,103","11,165,034",0,NA,"39,024,283"
2005,KY,Total Electric Industry,"26,947,109","19,090,657","43,313,700",0,NA,"89,351,466"
2005,LA,Total Electric Industry,"28,654,171","21,692,000","27,031,224","11,775",NA,"77,389,170"
2005,MA,Total Electric Industry,"20,539,324","26,415,494","9,870,553","402,217",NA,"57,227,588"
2005,MD,Total Electric Industry,"28,439,645","17,931,771","21,516,638","477,331",NA,"68,365,385"
2005,ME,Total Electric Industry,"4,503,454","4,157,213","3,702,212",0,NA,"12,362,879"
2005,MI,Total Electric Industry,"36,094,954","39,599,845","34,744,739","5,025",NA,"110,444,563"
2005,MN,Total Electric Industry,"21,743,001","21,985,392","22,265,880","24,780",NA,"66,019,053"
2005,MO,Total Electric Industry,"34,411,988","29,640,253","16,868,838","19,415",NA,"80,940,494"
2005,MS,Total Electric Industry,"17,953,344","12,665,855","15,281,865",0,NA,"45,901,064"
2005,MT,Total Electric Industry,"4,221,448","4,473,394","4,783,996",0,NA,"13,478,838"
2005,NC,Total Electric Industry,"54,072,734","44,161,328","30,101,279",36,NA,"128,335,377"
2005,ND,Total Electric Industry,"3,796,009","3,993,818","3,050,163",0,NA,"10,839,990"
2005,NE,Total Electric Industry,"9,309,209","8,848,232","8,818,503",0,NA,"26,975,944"
2005,NH,Total Electric Industry,"4,495,376","4,575,721","2,173,531",0,NA,"11,244,628"
2005,NJ,Total Electric Industry,"29,973,443","39,762,419","11,862,286","298,665",NA,"81,896,813"
2005,NM,Total Electric Industry,"5,864,834","8,410,621","6,363,496",0,NA,"20,638,951"
2005,NV,Total Electric Industry,"11,079,816","8,515,904","12,896,931","7,979",NA,"32,500,630"
2005,NY,Total Electric Industry,"50,532,850","76,821,809","19,946,551","2,846,361",NA,"150,147,571"
2005,OH,Total Electric Industry,"53,904,244","46,869,755","59,354,379","47,925",NA,"160,176,303"
2005,OK,Total Electric Industry,"21,309,314","17,477,404","14,920,384",0,NA,"53,707,102"
2005,OR,Total Electric Industry,"18,338,815","15,379,662","12,683,813","16,955",NA,"46,419,245"
2005,PA,Total Electric Industry,"53,661,476","45,781,817","47,950,070","879,577",NA,"148,272,940"
2005,RI,Total Electric Industry,"3,171,377","3,628,138","1,249,597",0,NA,"8,049,112"
2005,SC,Total Electric Industry,"28,675,763","20,497,870","32,080,455",0,NA,"81,254,088"
2005,SD,Total Electric Industry,"3,972,979","3,998,480","1,839,558",0,NA,"9,811,017"
2005,TN,Total Electric Industry,"41,132,286","29,146,413","33,625,413","1,309",NA,"103,905,421"
2005,TX,Total Electric Industry,"126,561,913","110,784,312","96,841,431","70,606",NA,"334,258,262"
2005,UT,Total Electric Industry,"7,567,279","9,416,776","7,988,772","27,671",NA,"25,000,498"
2005,VA,Total Electric Industry,"44,661,839","44,670,192","19,354,048","163,473",NA,"108,849,552"
2005,VT,Total Electric Industry,"2,188,639","2,050,800","1,643,614",0,NA,"5,883,053"
2005,WA,Total Electric Industry,"33,212,197","28,099,583","22,111,773","1,647",NA,"83,425,200"
2005,WI,Total Electric Industry,"22,458,357","22,501,289","25,376,037",0,NA,"70,335,683"
2005,WV,Total Electric Industry,"11,384,443","7,451,627","11,311,577","4,422",NA,"30,152,069"
2005,WY,Total Electric Industry,"2,376,532","3,754,053","8,007,142",0,NA,"14,137,727"
2005,US,Total Electric Industry,"1,359,227,107","1,275,079,020","1,019,156,065","7,506,321",NA,"3,660,968,513"
2005,AK,Full-Service Providers,"2,061,652","2,694,911","1,156,008",0,NA,"5,912,571"
2005,AL,Full-Service Providers,"31,315,100","21,607,755","36,278,765",0,NA,"89,201,620"
2005,AR,Full-Service Providers,"17,133,693","11,366,398","17,664,832",0,NA,"46,164,923"
2005,AZ,Full-Service Providers,"30,543,645","27,468,349","11,378,692",0,NA,"69,390,686"
2005,CA,Full-Service Providers,"85,335,030","105,353,131","39,669,627","485,394",NA,"230,843,182"
2005,CO,Full-Service Providers,"16,436,381","19,845,958","12,051,510","19,387",NA,"48,353,236"
2005,CT,Full-Service Providers,"13,467,029","13,607,308","5,090,428","189,784",NA,"32,354,549"
2005,DC,Full-Service Providers,"1,852,541","3,152,706","-229,740","27,412",NA,"4,802,919"
2005,DE,Full-Service Providers,"4,594,009","4,237,504","2,355,582",0,NA,"11,187,095"
2005,FL,Full-Service Providers,"115,791,459","89,410,281","19,676,345","98,926",NA,"224,977,011"
2005,GA,Full-Service Providers,"52,826,512","44,663,298","34,601,792","173,850",NA,"132,265,452"
2005,HI,Full-Service Providers,"3,164,065","3,463,147","3,911,698",0,NA,"10,538,910"
2005,IA,Full-Service Providers,"13,570,604","11,271,017","17,915,187",0,NA,"42,756,808"
2005,ID,Full-Service Providers,"7,600,766","5,615,471","8,636,444",0,NA,"21,852,681"
2005,IL,Full-Service Providers,"48,592,601","37,085,288","30,842,521","528,087",NA,"117,048,497"
2005,IN,Full-Service Providers,"33,628,670","23,958,618","48,944,355","17,267",NA,"106,548,910"
2005,KS,Full-Service Providers,"13,406,146","14,453,103","11,165,034",0,NA,"39,024,283"
2005,KY,Full-Service Providers,"26,947,109","19,090,657","43,313,700",0,NA,"89,351,466"
2005,LA,Full-Service Providers,"28,654,171","21,692,000","27,031,224","11,775",NA,"77,389,170"
2005,MA,Full-Service Providers,"18,779,321","15,341,833","7,127,010","125,457",NA,"41,373,621"
2005,MD,Full-Service Providers,"27,941,596","12,139,069","9,082,610",0,NA,"49,163,275"
2005,ME,Full-Service Providers,"81,900","43,960","243,734",0,NA,"369,594"
2005,MI,Full-Service Providers,"36,093,525","33,007,768","30,004,381","5,025",NA,"99,110,699"
2005,MN,Full-Service Providers,"21,743,001","21,985,392","22,265,880","24,780",NA,"66,019,053"
2005,MO,Full-Service Providers,"34,411,988","29,640,253","16,868,838","19,415",NA,"80,940,494"
2005,MS,Full-Service Providers,"17,953,344","12,665,855","15,281,865",0,NA,"45,901,064"
2005,MT,Full-Service Providers,"4,221,448","4,468,293","1,952,692",0,NA,"10,642,433"
2005,NC,Full-Service Providers,"54,072,734","44,161,328","30,101,279",36,NA,"128,335,377"
2005,ND,Full-Service Providers,"3,796,009","3,993,818","3,050,163",0,NA,"10,839,990"
2005,NE,Full-Service Providers,"9,309,209","8,848,232","8,818,503",0,NA,"26,975,944"
2005,NH,Full-Service Providers,"4,495,376","4,555,198","2,071,380",0,NA,"11,121,954"
2005,NJ,Full-Service Providers,"29,956,491","30,389,593","4,891,442","105,878",NA,"65,343,404"
2005,NM,Full-Service Providers,"5,864,834","8,410,621","6,363,496",0,NA,"20,638,951"
2005,NV,Full-Service Providers,"11,079,816","8,515,904","12,722,115","7,979",NA,"32,325,814"
2005,NY,Full-Service Providers,"47,375,925","38,527,050","7,267,481","303,995",NA,"93,474,451"
2005,OH,Full-Service Providers,"46,182,883","36,735,429","50,494,414","47,925",NA,"133,460,651"
2005,OK,Full-Service Providers,"21,309,314","17,477,404","14,920,384",0,NA,"53,707,102"
2005,OR,Full-Service Providers,"18,338,815","14,979,511","11,529,360","16,955",NA,"44,864,641"
2005,PA,Full-Service Providers,"52,297,867","40,154,355","43,905,376","863,359",NA,"137,220,957"
2005,RI,Full-Service Providers,"3,171,377","2,937,361","1,051,648",0,NA,"7,160,386"
2005,SC,Full-Service Providers,"28,675,763","20,497,870","32,080,455",0,NA,"81,254,088"
2005,SD,Full-Service Providers,"3,972,979","3,998,480","1,839,558",0,NA,"9,811,017"
